query	hit	cobertura_query	cobertura_hit	identidad	evalue	bitscore	especie_hit	titulo_hit
lcl|NC_002745.2_prot_WP_000052315.1_1301	VFG048481(gb|WP_014228352)	82.49027237354086	78.78787878787878	30.631	2.34e-19	84.7	Klebsiella oxytoca KCTC 1686	VFG048481(gb|WP_014228352) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]
lcl|NC_002745.2_prot_WP_000052781.1_382	VFG009680(gb|WP_011730169)	89.41798941798942	83.58974358974359	32.544	1.0500000000000001e-29	108.0	Mycobacterium smegmatis str. MC2 155	VFG009680(gb|WP_011730169) (ahpC) peroxiredoxin [AhpC (VF0306) - Stress survival (VFC0282)] [Mycobacterium smegmatis str. MC2 155]
lcl|NC_002745.2_prot_WP_000057594.1_500	VFG044254(gb|WP_000570808)	96.7741935483871	92.33128834355828	33.987	3.15e-45	156.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044254(gb|WP_000570808) (sbnA) 2,3-diaminopropionate biosynthesis protein SbnA [Staphyloferrin B (VF1014) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000064078.1_1416	VFG031738(gb|YP_001704775)	95.4356846473029	99.12280701754386	37.826	6.81e-52	168.0	Mycobacterium abscessus ATCC 19977	VFG031738(gb|YP_001704775) (regX3) Sensory transduction protein RegX3 [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium abscessus ATCC 19977]
lcl|NC_002745.2_prot_WP_000066378.1_1669	VFG013469(gb|WP_010944797)	55.09641873278237	73.77622377622377	30.594	5.0999999999999995e-23	97.4	Haemophilus ducreyi 35000HP	VFG013469(gb|WP_010944797) (kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus ducreyi 35000HP]
lcl|NC_002745.2_prot_WP_000067352.1_202	VFG013192(gb|WP_012340414)	51.132075471698116	73.92550143266476	31.673	5.7099999999999995e-34	131.0	Haemophilus somnus 2336	VFG013192(gb|WP_012340414) (hitC) iron(III) ABC transporter, ATP-binding protein [HitABC (VF0268) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus somnus 2336]
lcl|NC_002745.2_prot_WP_000068176.1_1006	VFG016502(gb|WP_011265103)	98.15384615384616	97.54601226993866	44.828	1.34e-101	301.0	Mycoplasma mobile 163K	VFG016502(gb|WP_011265103) (pdhB) alpha-ketoacid dehydrogenase subunit beta [PDH-B (VF0878) - Adherence (VFC0001)] [Mycoplasma mobile 163K]
lcl|NC_002745.2_prot_WP_000069289.1_1404	VFG004575(gb|WP_000069289)	100.0	100.0	100.0	0.0	979.0	Staphylococcus aureus subsp. aureus N315	VFG004575(gb|WP_000069289) (ebp) cell surface elastin binding protein [EbpS (VF0008) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000070866.1_2091	VFG019431(gb|WP_000846460)	89.79591836734694	92.36111111111111	33.577	7.02e-24	90.1	Helicobacter pylori Shi470	VFG019431(gb|WP_000846460) (napA) neutrophil activating protein NapA [HP-NAP (VF0052) - Immune modulation (VFC0258)] [Helicobacter pylori Shi470]
lcl|NC_002745.2_prot_WP_000078092.1_138	VFG048489(gb|WP_012968728)	97.27626459143968	92.8030303030303	35.178	2e-37	132.0	Klebsiella variicola At-22	VFG048489(gb|WP_012968728) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
lcl|NC_002745.2_prot_WP_000079447.1_1308	VFG013728(gb|WP_011273788)	80.91872791519435	86.1003861003861	30.252	9.84e-31	115.0	Corynebacterium jeikeium K411	VFG013728(gb|WP_011273788) (ciuD) ABC transporter ATP-binding protein [Ciu iron uptake and siderophore biosynthesis system (VF0740) - Nutritional/Metabolic factor (VFC0272)] [Corynebacterium jeikeium K411]
lcl|NC_002745.2_prot_WP_000080028.1_1620	VFG031738(gb|YP_001704775)	96.58119658119658	98.6842105263158	44.69	5.73e-67	206.0	Mycobacterium abscessus ATCC 19977	VFG031738(gb|YP_001704775) (regX3) Sensory transduction protein RegX3 [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium abscessus ATCC 19977]
lcl|NC_002745.2_prot_WP_000081231.1_893	VFG022574(gb|WP_041317673)	98.06763285024155	96.47058823529412	38.592	5.26e-92	283.0	Mycobacterium sp. JDM601	VFG022574(gb|WP_041317673) (kasB) beta-ketoacyl-ACP synthase [FAS-II (VF0809) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium sp. JDM601]
lcl|NC_002745.2_prot_WP_000082539.1_1255	VFG037041(gb|WP_014581728)	95.04950495049505	94.24603174603175	68.116	0.0	682.0	Neisseria meningitidis M01-240355	VFG037041(gb|WP_014581728) (katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis M01-240355]
lcl|NC_002745.2_prot_WP_000088649.1_22	VFG050269(gb|NP_220257)	87.21804511278195	87.78625954198473	34.483	2.6899999999999998e-45	153.0	Chlamydia trachomatis D/UW-3/CX	VFG050269(gb|NP_220257) (yycJ) Zn-dependent hydrolase [TTSS secreted effectors (VF0711) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX]
lcl|NC_002745.2_prot_WP_000101976.1_18	VFG031738(gb|YP_001704775)	97.42489270386267	98.6842105263158	47.577	1.38e-71	218.0	Mycobacterium abscessus ATCC 19977	VFG031738(gb|YP_001704775) (regX3) Sensory transduction protein RegX3 [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium abscessus ATCC 19977]
lcl|NC_002745.2_prot_WP_000106141.1_1614	VFG043556(gb|WP_009885879)	96.7741935483871	98.21958456973294	44.745	1.88e-92	279.0	Mycoplasma genitalium G37	VFG043556(gb|WP_009885879) (gap) type I glyceraldehyde-3-phosphate dehydrogenase [MG_301/GAPDH (VF0887) - Adherence (VFC0001)] [Mycoplasma genitalium G37]
lcl|NC_002745.2_prot_WP_000110007.1_1796	VFG000478(gb|NP_459678)	85.8108108108108	86.0	31.008	1.92e-15	68.6	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
lcl|NC_002745.2_prot_WP_000127573.1_1601	VFG005549(gb|WP_000116477)	97.92147806004618	99.29742388758783	46.948	8.54e-133	389.0	Streptococcus pneumoniae D39	VFG005549(gb|WP_000116477) (tig/ropA) trigger factor [Trigger factor (VF1056) - Stress survival (VFC0282)] [Streptococcus pneumoniae D39]
lcl|NC_002745.2_prot_WP_000129659.1_842	VFG032820(gb|WP_041176241)	99.58762886597938	99.41176470588235	43.333	2.39e-142	418.0	Listeria seeligeri serovar 1/2b str. SLCC3954	VFG032820(gb|WP_041176241) (dltA) D-alanine--poly(phosphoribitol) ligase subunit DltA [D-alanine-polyphosphoribitol ligase DltA (VF0795) - Post-translational modification (VFC0315)] [Listeria seeligeri serovar 1/2b str. SLCC3954]
lcl|NC_002745.2_prot_WP_000136162.1_2627	VFG015903(gb|WP_011169509)	96.72619047619048	97.85932721712538	49.538	7.23e-110	323.0	Pseudomonas syringae pv. phaseolicola 1448A	VFG015903(gb|WP_011169509) (argK) ornithine carbamoyltransferase [Phytotoxin phaseolotoxin (VF0917) - Exotoxin (VFC0235)] [Pseudomonas syringae pv. phaseolicola 1448A]
lcl|NC_002745.2_prot_WP_000136487.1_2531	VFG005951(gb|WP_148148905)	53.266331658291456	98.21428571428571	39.091	1.84e-19	79.7	Streptococcus thermophilus LMG 18311	VFG005951(gb|WP_148148905) (STU_RS19955) acyltransferase [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus LMG 18311]
lcl|NC_002745.2_prot_WP_000136633.1_108	VFG044251(gb|WP_000136636)	100.0	100.0	99.699	0.0	640.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044251(gb|WP_000136636) (sirC) staphyloferrin B ABC transporter permease subunit SirC [Staphyloferrin B (VF1014) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000141557.1_787	VFG004738(gb|WP_000141557)	100.0	100.0	100.0	1.58e-172	473.0	Staphylococcus aureus subsp. aureus Mu50	VFG004738(gb|WP_000141557) (nuc) thermonuclease family protein [Thermonuclease nuc (VF0993) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus Mu50]
lcl|NC_002745.2_prot_WP_000141941.1_299	VFG049768(gb|WP_000141941)	100.0	100.0	100.0	2.75e-118	331.0	Staphylococcus aureus subsp. aureus Mu50	VFG049768(gb|WP_000141941) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu50]
lcl|NC_002745.2_prot_WP_000142044.1_294	VFG049740(gb|WP_000142044)	100.0	100.0	100.0	8.48e-117	327.0	Staphylococcus aureus subsp. aureus Mu50	VFG049740(gb|WP_000142044) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu50]
lcl|NC_002745.2_prot_WP_000142138.1_298	VFG049757(gb|WP_000142138)	100.0	100.0	100.0	1.92e-118	331.0	Staphylococcus aureus subsp. aureus N315	VFG049757(gb|WP_000142138) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000149344.1_696	VFG031744(gb|WP_013827421)	98.6842105263158	99.55947136563877	37.445	5.29e-51	165.0	Mycobacterium sp. JDM601	VFG031744(gb|WP_013827421) (regX3) two-component sensory transduction protein RegX [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium sp. JDM601]
lcl|NC_002745.2_prot_WP_000153535.1_1820	VFG024200(gb|WP_008262428)	98.56459330143541	95.41284403669725	37.915	6.3e-44	146.0	Mycobacterium indicus pranii MTCC 9506	VFG024200(gb|WP_008262428) (devR/dosR) response regulator transcription factor [DevRS (VF0317) - Regulation (VFC0301)] [Mycobacterium indicus pranii MTCC 9506]
lcl|NC_002745.2_prot_WP_000154537.1_229	VFG049150(gb|WP_000982270)	37.31739707835325	96.19377162629758	31.615	4.33e-28	114.0	Klebsiella pneumoniae subsp. pneumoniae 1084	VFG049150(gb|WP_000982270) (clbD) colibactin biosynthesis dehydrogenase ClbD [Colibactin (VF0573) - Exotoxin (VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
lcl|NC_002745.2_prot_WP_000159014.1_293	VFG049730(gb|WP_000159014)	100.0	100.0	100.0	0.0	1267.0	Staphylococcus aureus subsp. aureus N315	VFG049730(gb|WP_000159014) (esaD) type VII secretion system secreted protein, a nuclease toxin EsaD [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000160859.1_1041	VFG001318(gb|WP_000160859)	100.0	100.0	100.0	0.0	706.0	Staphylococcus aureus subsp. aureus str. Newman	VFG001318(gb|WP_000160859) (isdA) iron-regulated surface determinant protein A [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000162661.1_213	VFG030650(gb|WP_015292798)	91.39784946236558	92.7007299270073	32.171	1e-36	131.0	Mycobacterium canettii CIPT 140070017	VFG030650(gb|WP_015292798) (sugB) trehalose ABC transporter permease SugB [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium canettii CIPT 140070017]
lcl|NC_002745.2_prot_WP_000163737.1_2583	VFG023928(gb|WP_013472895)	95.75971731448763	85.03184713375796	43.214	6.579999999999999e-69	216.0	Mycobacterium gilvum Spyr1	VFG023928(gb|WP_013472895) (panC) pantoate--beta-alanine ligase [PanC/PanD (VF0319) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium gilvum Spyr1]
lcl|NC_002745.2_prot_WP_000164332.1_1137	VFG046620(gb|WP_013922870)	98.59813084112149	95.49549549549549	37.736	1.5199999999999999e-46	153.0	Francisella sp. TX077308	VFG046620(gb|WP_013922870) (rpe) ribulose-phosphate 3-epimerase  [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308]
lcl|NC_002745.2_prot_WP_000164421.1_2086	VFG018244(gb|WP_011079537)	87.82051282051282	83.72093023255815	45.139	1.37e-38	129.0	Vibrio vulnificus CMCP6	VFG018244(gb|WP_011079537) (luxS) S-ribosylhomocysteinase [AI-2 (VF0406) - Biofilm (VFC0271)] [Vibrio vulnificus CMCP6]
lcl|NC_002745.2_prot_WP_000166801.1_1336	VFG006832(gb|WP_003771747)	99.55654101995566	96.48033126293996	33.617	6.88e-83	263.0	Listeria innocua Clip11262	VFG006832(gb|WP_003771747) (lisK) HAMP domain-containing protein [LisR/LisK (VF0792) - Regulation (VFC0301)] [Listeria innocua Clip11262]
lcl|NC_002745.2_prot_WP_000167269.1_1146	VFG038840(gb|WP_005300916)	99.18032786885246	97.54098360655738	52.479	7.24e-85	252.0	Aeromonas hydrophila ML09-119	VFG038840(gb|WP_005300916) (flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
lcl|NC_002745.2_prot_WP_000167314.1_867	VFG044201(gb|WP_011267793)	94.6969696969697	90.39301310043668	31.235	2.63e-60	202.0	Pseudomonas syringae pv. syringae B728a	VFG044201(gb|WP_011267793) (PSYR_RS13390) diaminobutyrate--2-oxoglutarate transaminase [Achromobactin biosynthesis and transport (VF0922) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas syringae pv. syringae B728a]
lcl|NC_002745.2_prot_WP_000170400.1_2139	VFG044276(gb|WP_000170403)	100.0	100.0	99.244	0.0	796.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044276(gb|WP_000170403) (sfaA) staphyloferrin A export MFS transporter [Staphyloferrin A (VF1013) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000173833.1_1290	VFG026347(gb|WP_016342433)	80.42168674698796	78.11634349030471	30.556	1.76e-33	126.0	Mycobacterium abscessus subsp. bolletii 50594	VFG026347(gb|WP_016342433) (trpD) anthranilate phosphoribosyltransferase [Tryptophan synthesis (VF0813) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus subsp. bolletii 50594]
lcl|NC_002745.2_prot_WP_000175722.1_292	VFG049720(gb|WP_000175722)	100.0	100.0	100.0	1.2900000000000002e-73	213.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	VFG049720(gb|WP_000175722) (esxD) type VII secretion system secreted protein EsxD [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]
lcl|NC_002745.2_prot_WP_000182654.1_1021	VFG016489(gb|WP_011264744)	50.56910569105691	80.5	31.94	2.97e-23	102.0	Mycoplasma mobile 163K	VFG016489(gb|WP_011264744) (tuf) elongation factor Tu [EF-Tu (VF0877) - Adherence (VFC0001)] [Mycoplasma mobile 163K]
lcl|NC_002745.2_prot_WP_000183771.1_121	VFG005766(gb|WP_000861302)	97.28682170542636	98.33333333333333	35.06	1.95e-39	137.0	Streptococcus agalactiae NEM316	VFG005766(gb|WP_000861302) (cylG) 3-ketoacyl-ACP-reductase CylG [Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235)] [Streptococcus agalactiae NEM316]
lcl|NC_002745.2_prot_WP_000184741.1_637	VFG044252(gb|WP_000924997)	94.0119760479042	96.07250755287009	36.164	3.76e-61	198.0	Staphylococcus aureus subsp. aureus str. Newman	VFG044252(gb|WP_000924997) (sirB) staphyloferrin B ABC transporter permease subunit SirB [Staphyloferrin B (VF1014) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]
lcl|NC_002745.2_prot_WP_000185863.1_2657	VFG001298(gb|WP_000037328)	99.1304347826087	100.0	57.018	5.34e-98	285.0	Staphylococcus aureus subsp. aureus MW2	VFG001298(gb|WP_000037328) (cap8B) type 8 capsular polysaccharide synthesis protein Cap8B [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]
lcl|NC_002745.2_prot_WP_000193707.1_1436	VFG048845(gb|WP_004122486)	99.35897435897436	99.35897435897436	67.312	0.0	660.0	Klebsiella oxytoca KCTC 1686	VFG048845(gb|WP_004122486) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella oxytoca KCTC 1686]
lcl|NC_002745.2_prot_WP_000197018.1_899	VFG006784(gb|WP_003769807)	92.19600725952813	91.94991055456171	41.245	2.1e-130	392.0	Listeria innocua Clip11262	VFG006784(gb|WP_003769807) (oppA) peptide ABC transporter substrate-binding protein [Oligopeptide-binding protein oppA (VF0786) - Nutritional/Metabolic factor (VFC0272)] [Listeria innocua Clip11262]
lcl|NC_002745.2_prot_WP_000202390.1_1242	VFG045728(gb|WP_003635449)	93.0	89.04109589041096	30.769	1.4600000000000002e-26	101.0	Legionella longbeachae NSW150	VFG045728(gb|WP_003635449) (letA) UvrY/SirA/GacA family response regulator transcription factor [LetA/S (VF0262) - Regulation (VFC0301)] [Legionella longbeachae NSW150]
lcl|NC_002745.2_prot_WP_000211597.1_225	VFG049879(gb|WP_000702262)	94.73684210526316	99.13793103448276	31.304	3.64e-10	53.1	Staphylococcus aureus subsp. aureus N315	VFG049879(gb|WP_000702262) (scn) complement inhibitor SCIN [SCIN (VF0425) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]
lcl|NC_002745.2_prot_WP_000215388.1_625	VFG019117(gb|WP_001005725)	94.88188976377953	98.38056680161944	30.612	6.11e-35	125.0	Streptococcus pneumoniae Hungary19A-6	VFG019117(gb|WP_001005725) (SPH_RS02235) WecB/TagA/CpsF family glycosyltransferase [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus pneumoniae Hungary19A-6]
lcl|NC_002745.2_prot_WP_000216874.1_1771	VFG050113(gb|WP_000590108)	89.02439024390245	73.53951890034364	34.703	1.28e-42	146.0	Bacillus cereus AH187	VFG050113(gb|WP_000590108) (cesC) ABC transporter ATP-binding protein, CesC [Cereulide (VF0583) - Exotoxin (VFC0235)] [Bacillus cereus AH187]
lcl|NC_002745.2_prot_WP_000216946.1_1322	VFG022656(gb|YP_001702174)	97.14964370546318	89.57446808510639	42.925	1.68e-115	345.0	Mycobacterium abscessus ATCC 19977	VFG022656(gb|YP_001702174) (lysA) Probable diaminopimelate decarboxylase [Lysine synthesis (VF0815) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus ATCC 19977]
lcl|NC_002745.2_prot_WP_000217456.1_2449	VFG038840(gb|WP_005300916)	90.9090909090909	89.75409836065573	30.0	2.6600000000000003e-31	115.0	Aeromonas hydrophila ML09-119	VFG038840(gb|WP_005300916) (flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
lcl|NC_002745.2_prot_WP_000218103.1_1509	VFG013629(gb|WP_041603540)	98.1283422459893	97.6923076923077	32.316	5.99e-53	180.0	Haemophilus ducreyi 35000HP	VFG013629(gb|WP_041603540) (hemN) radical SAM family heme chaperone HemW [Heme biosynthesis (VF0758) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus ducreyi 35000HP]
lcl|NC_002745.2_prot_WP_000222267.1_2162	VFG004744(gb|WP_000222267)	100.0	100.0	100.0	0.0	1649.0	Staphylococcus aureus subsp. aureus N315	VFG004744(gb|WP_000222267) (hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus N315]
